client_id,signup_date,industry,plan_type,contract_length_months,monthly_revenue,onboarding_days,support_tickets_90d,avg_logins_per_week,days_since_last_login,late_payments_count,nps_score,churned
CLT-2163,2024-07-26,eCommerce,Basic,1,340.33,28,4,3.4,2,2,14.0,1
CLT-2164,2025-02-20,Education,Basic,24,306.36,16,5,3.6,25,1,2.0,1
CLT-2165,2024-12-12,Real Estate,Enterprise,6,2251.12,20,3,7.2,25,0,-1.0,0
CLT-2166,2024-10-03,Education,Pro,12,992.96,11,7,5.8,43,0,54.0,1
CLT-2167,2023-08-06,eCommerce,Pro,6,892.46,10,2,3.5,5,2,47.0,0
CLT-2168,2023-12-25,SaaS,Pro,12,1212.98,15,3,3.1,8,0,9.0,0
CLT-2169,2025-02-17,SaaS,Basic,12,336.18,9,4,3.6,7,2,52.0,0
CLT-2170,2024-07-08,Finance,Basic,24,395.87,20,2,4.3,4,1,38.0,0
CLT-2171,2023-09-10,SaaS,Pro,1,930.7,1,2,6.8,33,0,22.0,1
CLT-2172,2023-10-22,Finance,Basic,24,388.94,21,1,1.9,21,0,-1.0,0
CLT-2173,2024-11-29,Education,Pro,12,750.53,14,3,9.4,16,1,39.0,0
CLT-2174,2023-06-10,eCommerce,Pro,6,880.98,12,4,6.8,8,2,77.0,0
CLT-2175,2023-04-11,Finance,Pro,6,762.22,1,2,0.0,6,4,30.0,0
CLT-2176,2024-11-19,eCommerce,Basic,6,245.7,6,3,5.3,3,1,55.0,0
CLT-2177,2023-09-17,eCommerce,Basic,24,405.4,24,2,8.1,7,0,25.0,0
CLT-2178,2024-11-19,Logistics,Basic,6,369.04,12,2,6.2,61,2,53.0,1
CLT-2179,2024-04-25,Healthcare,Basic,12,352.52,16,3,3.8,4,1,26.0,0
CLT-2180,2025-06-17,Healthcare,Pro,12,1007.55,7,4,4.8,2,1,-30.0,0
CLT-2181,2024-04-17,eCommerce,Basic,24,342.52,14,6,5.5,1,1,12.0,0
CLT-2182,2025-02-19,Logistics,Basic,12,354.96,3,1,7.3,5,2,33.0,0
CLT-2183,2025-02-04,SaaS,Basic,12,388.78,15,3,0.8,55,2,57.0,1
CLT-2184,2023-07-10,eCommerce,Basic,6,347.44,17,2,3.2,3,2,26.0,0
CLT-2185,2025-06-15,Real Estate,Pro,24,1124.23,17,5,9.9,1,1,31.0,0
CLT-2186,2024-11-02,Real Estate,Basic,6,290.58,7,3,5.1,18,0,15.0,0
CLT-2187,2023-04-07,Logistics,Enterprise,1,3465.14,11,3,9.6,3,1,69.0,0
CLT-2188,2023-01-06,eCommerce,Basic,24,245.74,18,5,14.0,15,1,68.0,0
CLT-2189,2023-09-02,Logistics,Pro,6,928.75,12,1,3.5,5,0,13.0,0
CLT-2190,2023-01-15,Education,Basic,1,398.77,12,6,1.4,3,2,-8.0,0
CLT-2191,2023-11-18,Healthcare,Basic,12,272.49,29,4,4.2,15,0,-15.0,0
CLT-2192,2025-06-15,eCommerce,Enterprise,6,2212.01,6,3,8.3,3,1,45.0,0
CLT-2193,2024-03-07,Real Estate,Enterprise,1,2548.15,23,6,8.7,5,0,33.0,0
CLT-2194,2023-01-22,Logistics,Enterprise,12,2642.29,5,3,11.8,28,1,10.0,1
CLT-2195,2024-03-20,SaaS,Basic,12,408.01,19,3,4.9,22,3,37.0,1
CLT-2196,2023-07-17,Real Estate,Basic,12,390.5,20,4,6.5,0,1,-1.0,1
CLT-2197,2025-02-09,eCommerce,Pro,6,970.61,10,0,2.9,0,0,50.0,0
CLT-2198,2023-03-23,Real Estate,Basic,12,415.14,4,3,0.0,3,1,20.0,0
CLT-2199,2024-11-24,Finance,Pro,12,1066.83,1,5,4.9,32,1,3.0,1
CLT-2200,2024-02-06,Real Estate,Pro,6,1191.78,9,5,1.5,17,0,21.0,0
CLT-2201,2023-01-17,Education,Pro,6,852.87,18,5,6.9,4,0,20.0,0
CLT-2202,2024-08-28,Healthcare,Pro,1,984.04,5,4,0.0,7,1,39.0,1
CLT-2203,2024-02-14,Finance,Pro,12,736.05,15,8,2.8,15,2,59.0,0
CLT-2204,2024-11-25,Education,Basic,6,241.6,2,4,5.8,15,1,58.0,0
CLT-2205,2024-07-10,Finance,Basic,12,366.98,12,2,6.1,2,1,34.0,0
CLT-2206,2024-12-09,Education,Pro,24,783.88,5,3,4.9,8,1,25.0,1
CLT-2207,2024-02-19,Logistics,Basic,6,338.61,13,2,10.6,6,1,16.0,0
CLT-2208,2023-01-08,Real Estate,Basic,12,365.28,10,1,9.7,12,0,-14.0,0
CLT-2209,2023-04-28,Finance,Basic,6,245.8,4,4,2.9,6,0,30.0,0
CLT-2210,2024-02-18,Education,Pro,1,962.32,9,7,9.8,8,2,9.0,0
CLT-2211,2023-12-24,Healthcare,Pro,12,1089.44,7,3,,30,2,60.0,0
CLT-2212,2024-12-15,SaaS,Pro,12,1200.45,3,1,4.6,7,2,25.0,0
CLT-2213,2024-01-06,SaaS,Basic,24,293.86,23,7,5.1,19,0,49.0,0
CLT-2214,2025-02-13,eCommerce,Basic,12,415.36,11,5,4.8,16,1,18.0,1
CLT-2215,2023-06-18,SaaS,Pro,6,1176.05,1,3,3.1,1,1,13.0,0
CLT-2216,2023-12-13,eCommerce,Basic,12,357.11,9,2,3.4,19,3,45.0,1
CLT-2217,2024-11-11,SaaS,Pro,6,931.64,21,4,9.0,17,2,37.0,0
CLT-2218,2023-04-22,Finance,Pro,24,1104.0,8,4,6.3,14,1,38.0,0
CLT-2219,2023-10-17,SaaS,Basic,12,386.91,26,2,3.3,30,2,28.0,1
CLT-2220,2024-11-07,Logistics,Basic,6,294.59,7,4,2.2,25,1,50.0,1
CLT-2221,2024-06-14,Healthcare,Basic,12,418.71,18,1,2.7,19,2,46.0,0
CLT-2222,2024-12-01,eCommerce,Enterprise,12,3362.93,22,1,,20,1,-24.0,0
CLT-2223,2024-04-09,Logistics,Pro,12,982.17,18,3,7.7,1,0,24.0,0
CLT-2224,2025-02-12,Finance,Basic,1,370.11,3,4,2.4,46,1,55.0,1
CLT-2225,2025-02-28,Education,Enterprise,1,2786.01,6,5,7.7,8,0,5.0,0
CLT-2226,2025-05-27,Finance,Basic,1,376.97,23,4,5.6,51,0,-12.0,1
CLT-2227,2023-04-20,Logistics,Basic,6,388.86,8,7,5.4,64,1,27.0,1
CLT-2228,2024-06-16,Logistics,Enterprise,12,2034.83,22,3,8.1,1,1,43.0,0
CLT-2229,2023-04-13,eCommerce,Basic,1,254.24,11,4,7.5,1,1,18.0,1
CLT-2230,2023-07-26,Education,Basic,12,300.56,15,1,0.8,14,4,62.0,0
CLT-2231,2023-09-28,Education,Pro,12,1215.51,3,4,1.7,15,0,76.0,0
CLT-2232,2024-08-04,eCommerce,Basic,1,311.69,9,2,4.3,24,1,-18.0,0
CLT-2233,2024-01-24,Healthcare,Pro,24,1199.26,7,2,6.1,26,1,20.0,0
CLT-2234,2025-02-17,Logistics,Basic,12,323.24,16,6,9.1,14,1,-27.0,0
CLT-2235,2023-09-26,SaaS,Basic,6,291.99,15,1,5.2,4,2,47.0,0
CLT-2236,2024-07-09,Education,Basic,12,402.12,18,2,10.1,1,0,13.0,0
CLT-2237,2024-11-17,eCommerce,Basic,6,340.92,10,3,2.9,3,0,18.0,0
CLT-2238,2025-06-01,SaaS,Basic,24,304.89,7,3,3.4,19,1,59.0,1
CLT-2239,2023-08-09,Healthcare,Basic,12,247.99,15,3,4.1,31,4,-3.0,1
CLT-2240,2024-10-22,Education,Enterprise,12,2166.4,6,3,2.5,9,2,-9.0,0
CLT-2241,2023-03-18,eCommerce,Basic,24,265.08,23,3,8.5,4,2,-27.0,1
CLT-2242,2024-05-04,Real Estate,Basic,12,305.67,13,3,0.0,0,1,62.0,0
CLT-2243,2024-01-08,Education,Basic,12,349.32,11,7,3.5,6,0,56.0,1
CLT-2244,2025-05-12,SaaS,Basic,6,295.37,18,1,8.4,21,0,23.0,0
CLT-2245,2024-11-27,Education,Basic,6,251.79,13,5,4.1,1,1,-2.0,1
CLT-2246,2025-04-14,Healthcare,Pro,12,863.0,1,5,8.2,13,0,51.0,0
CLT-2247,2025-02-04,Logistics,Basic,12,313.56,6,9,11.6,2,1,99.0,0
CLT-2248,2024-01-05,eCommerce,Enterprise,12,3488.4,22,0,5.2,7,1,24.0,0
CLT-2249,2024-10-22,SaaS,Enterprise,12,2589.48,15,4,8.5,4,0,0.0,0
CLT-2250,2023-01-28,Education,Basic,6,256.06,1,3,12.3,2,0,61.0,0
CLT-2251,2024-05-17,Education,Basic,6,344.6,17,5,6.2,5,0,2.0,0
CLT-2252,2023-02-12,Finance,Basic,12,405.54,10,2,4.9,9,2,21.0,0
CLT-2253,2024-10-13,Logistics,Pro,6,1144.82,7,1,7.7,1,0,-36.0,0
CLT-2254,2025-05-20,Real Estate,Basic,12,390.52,5,2,8.6,3,0,22.0,0
CLT-2255,2024-09-05,eCommerce,Enterprise,12,3392.35,22,3,4.9,3,1,-2.0,0
CLT-2256,2025-01-25,Healthcare,Pro,12,1063.73,1,0,3.5,0,2,61.0,0
CLT-2257,2023-07-30,Logistics,Pro,12,1257.26,7,3,10.2,4,2,,0
CLT-2258,2025-06-13,Healthcare,Pro,12,737.97,15,0,4.2,4,1,49.0,0
CLT-2259,2024-05-10,Real Estate,Enterprise,12,3252.26,27,2,8.6,5,0,27.0,0
CLT-2260,2024-08-30,eCommerce,Basic,6,394.26,18,4,5.8,0,1,33.0,0
CLT-2261,2024-11-24,Real Estate,Basic,12,405.01,7,3,10.5,10,0,43.0,0
CLT-2262,2024-07-29,eCommerce,Basic,12,326.07,26,3,2.5,11,2,29.0,0
CLT-2263,2023-10-13,SaaS,Enterprise,6,3181.63,3,1,2.4,12,1,14.0,0
CLT-2264,2024-07-04,SaaS,Pro,12,825.34,16,0,7.6,4,1,10.0,0
CLT-2265,2024-08-11,Real Estate,Pro,24,1045.69,18,2,1.6,10,2,43.0,0
CLT-2266,2025-02-10,Healthcare,Basic,6,304.56,7,6,5.3,9,0,-18.0,0
CLT-2267,2024-03-09,SaaS,Enterprise,12,2894.26,20,0,9.6,2,1,72.0,0
CLT-2268,2024-03-27,Real Estate,Basic,24,361.6,10,1,0.0,5,3,33.0,0
CLT-2269,2024-03-28,eCommerce,Basic,24,302.47,20,2,6.2,8,2,22.0,0
CLT-2270,2023-04-13,SaaS,Enterprise,12,2324.36,1,5,8.6,6,1,37.0,0
CLT-2271,2023-03-23,SaaS,Basic,12,297.9,17,2,4.9,7,0,15.0,0
CLT-2272,2023-01-19,Real Estate,Basic,24,359.51,11,4,2.2,7,1,26.0,0
CLT-2273,2024-08-22,Finance,Pro,12,1085.51,23,5,4.2,5,1,2.0,0
CLT-2274,2024-01-12,eCommerce,Basic,1,373.44,14,3,2.5,17,1,39.0,1
CLT-2275,2025-02-18,eCommerce,Basic,1,262.78,24,3,5.2,12,2,28.0,0
CLT-2276,2024-09-24,eCommerce,Basic,12,387.33,18,2,4.2,1,1,35.0,0
CLT-2277,2023-05-08,Healthcare,Basic,12,363.87,13,2,3.5,6,3,67.0,0
CLT-2278,2023-04-01,Education,Enterprise,6,2045.76,20,1,6.4,8,1,10.0,0
CLT-2279,2023-11-26,Healthcare,Pro,6,901.22,20,4,9.7,40,0,27.0,0
CLT-2280,2025-04-08,Logistics,Basic,12,324.01,18,2,6.0,9,0,-11.0,0
CLT-2281,2023-02-13,Finance,Basic,12,304.91,1,4,9.0,8,2,44.0,0
CLT-2282,2023-06-18,Finance,Basic,24,261.14,6,5,9.7,23,1,30.0,0
CLT-2283,2023-01-27,Real Estate,Pro,12,831.97,25,2,3.2,9,5,30.0,0
CLT-2284,2024-01-08,Logistics,Enterprise,24,2036.84,4,4,5.8,23,2,26.0,0
CLT-2285,2025-06-09,Finance,Enterprise,24,2139.62,21,2,3.7,11,1,16.0,0
CLT-2286,2024-09-07,Education,Basic,6,287.93,20,2,0.6,7,1,92.0,0
CLT-2287,2024-03-20,Healthcare,Basic,12,387.59,8,0,6.1,45,1,31.0,0
CLT-2288,2023-05-10,SaaS,Basic,1,334.79,1,1,1.8,13,0,37.0,1
CLT-2289,2023-11-16,SaaS,Pro,24,949.23,9,2,6.5,13,1,2.0,1
CLT-2290,2024-04-17,Finance,Basic,6,359.19,31,5,0.3,1,1,52.0,0
CLT-2291,2023-09-05,Real Estate,Pro,12,1012.42,7,3,5.5,1,0,27.0,0
CLT-2292,2024-09-26,Healthcare,Pro,12,791.02,8,2,0.3,53,2,41.0,0
CLT-2293,2025-06-01,Healthcare,Basic,6,280.07,6,3,7.0,6,2,53.0,1
CLT-2294,2023-07-05,eCommerce,Basic,12,280.05,24,5,3.8,2,1,27.0,1
CLT-2295,2023-08-16,Education,Basic,1,347.99,12,5,3.5,2,4,13.0,0
CLT-2296,2023-04-24,Logistics,Basic,12,323.09,9,4,8.4,1,4,-28.0,0
CLT-2297,2024-10-15,Finance,Basic,12,309.77,25,1,4.0,30,0,20.0,0
CLT-2298,2024-02-20,Healthcare,Pro,6,1020.59,19,0,5.3,7,0,13.0,0
CLT-2299,2023-09-13,Real Estate,Basic,12,414.62,7,1,4.4,2,2,1.0,0
CLT-2300,2023-07-17,SaaS,Basic,24,296.55,4,2,6.5,4,0,66.0,0
CLT-2301,2023-03-05,Finance,Pro,6,1000.91,23,0,8.1,5,1,55.0,0
CLT-2302,2024-03-04,Real Estate,Pro,12,979.4,14,2,7.5,15,1,-16.0,0
CLT-2303,2024-09-06,Real Estate,Basic,24,369.0,2,2,3.6,12,0,34.0,0
CLT-2304,2023-07-31,Healthcare,Pro,12,1114.36,1,4,8.6,24,0,10.0,0
CLT-2305,2023-01-02,eCommerce,Enterprise,1,3093.61,5,0,2.3,2,4,39.0,0
CLT-2306,2024-03-01,Finance,Pro,24,828.82,4,5,2.8,20,2,10.0,1
CLT-2307,2024-08-31,Real Estate,Pro,1,962.51,1,1,4.6,9,1,,1
CLT-2308,2023-11-07,Logistics,Basic,12,386.01,5,4,8.1,4,1,54.0,0
CLT-2309,2023-08-14,SaaS,Enterprise,12,2572.3,7,3,1.5,3,1,50.0,0
CLT-2310,2023-05-19,eCommerce,Basic,12,417.17,10,4,7.7,1,2,68.0,0
CLT-2311,2024-11-02,Education,Enterprise,1,2547.18,28,5,4.8,7,0,25.0,0
CLT-2312,2025-02-14,SaaS,Pro,6,988.74,12,1,3.7,3,2,-6.0,0
CLT-2313,2024-11-23,SaaS,Basic,12,325.41,13,3,8.3,6,1,53.0,0
CLT-2314,2024-04-11,Education,Basic,1,318.06,18,4,2.6,0,0,53.0,0
CLT-2315,2024-10-13,Healthcare,Pro,12,1176.64,12,0,,12,2,46.0,0
CLT-2316,2023-12-24,eCommerce,Pro,12,803.85,17,4,4.5,3,0,11.0,0
CLT-2317,2023-01-23,Real Estate,Basic,12,342.18,16,1,5.4,2,0,3.0,0
CLT-2318,2023-11-27,eCommerce,Pro,6,1054.04,15,3,9.6,7,1,43.0,0
CLT-2319,2024-09-25,SaaS,Enterprise,6,3276.83,36,6,5.5,44,1,8.0,1
CLT-2320,2024-08-05,SaaS,Basic,24,349.66,21,5,8.6,1,1,22.0,0
CLT-2321,2025-06-10,SaaS,Basic,12,412.8,5,2,0.0,9,1,100.0,0
CLT-2322,2025-06-16,eCommerce,Basic,1,396.99,17,2,3.7,3,0,83.0,0
CLT-2323,2023-08-07,Logistics,Pro,6,908.32,8,1,6.2,0,0,50.0,0
CLT-2324,2023-01-09,Healthcare,Basic,6,394.78,18,1,8.2,6,2,13.0,0
CLT-2325,2023-09-04,SaaS,Enterprise,24,3437.72,3,1,7.3,5,1,12.0,0
CLT-2326,2025-02-27,SaaS,Basic,6,286.3,5,8,7.0,6,0,48.0,0
CLT-2327,2025-01-02,Real Estate,Pro,1,1049.51,17,2,8.2,73,0,67.0,0
CLT-2328,2023-03-30,Education,Basic,12,290.72,22,3,6.4,4,0,17.0,0
CLT-2329,2023-05-25,Healthcare,Basic,1,356.92,18,2,0.0,2,0,19.0,0
CLT-2330,2024-05-22,SaaS,Pro,6,770.57,21,5,9.3,8,4,32.0,1
CLT-2331,2024-08-17,eCommerce,Basic,24,372.15,17,3,2.5,1,2,-5.0,0
CLT-2332,2025-06-03,Real Estate,Pro,12,946.7,15,5,5.9,32,2,-4.0,1
CLT-2333,2024-11-10,eCommerce,Enterprise,1,2880.96,10,3,5.5,25,3,1.0,0
CLT-2334,2023-07-10,Finance,Enterprise,12,2038.79,21,2,5.1,7,1,44.0,1
CLT-2335,2023-02-03,Education,Enterprise,6,3043.16,22,3,1.7,10,1,37.0,0
CLT-2336,2024-07-24,Healthcare,Basic,1,329.28,13,6,0.0,5,0,58.0,1
CLT-2337,2024-05-13,Finance,Pro,12,1057.64,13,4,2.0,8,1,-13.0,0
CLT-2338,2025-04-09,Healthcare,Enterprise,12,2473.5,27,5,7.5,11,2,-8.0,1
CLT-2339,2024-06-02,SaaS,Basic,12,266.25,14,5,0.7,19,2,41.0,0
CLT-2340,2024-03-27,Finance,Basic,24,318.38,15,2,2.4,7,1,8.0,1
CLT-2341,2023-10-01,Finance,Pro,6,1229.75,18,2,6.3,3,0,10.0,0
CLT-2342,2023-03-19,Healthcare,Basic,24,281.0,13,2,1.9,1,1,55.0,1
CLT-2343,2025-02-27,Logistics,Pro,12,1084.95,7,4,3.4,4,1,16.0,1
CLT-2344,2025-01-13,eCommerce,Enterprise,6,2074.77,17,1,5.2,31,2,19.0,0
CLT-2345,2023-05-27,Logistics,Pro,12,1107.77,14,5,5.8,16,1,24.0,1
CLT-2346,2024-09-25,Logistics,Basic,1,282.92,29,3,1.9,40,2,25.0,1
CLT-2347,2023-11-24,Logistics,Basic,12,321.27,20,4,5.4,16,2,47.0,1
CLT-2348,2024-01-29,Real Estate,Basic,12,306.2,9,5,6.2,40,2,0.0,0
CLT-2349,2025-02-02,Logistics,Basic,6,260.31,20,4,1.2,12,0,25.0,0
CLT-2350,2025-01-27,Real Estate,Pro,24,906.61,16,0,5.6,10,2,59.0,0
CLT-2351,2023-06-21,Education,Pro,6,909.07,24,4,2.9,102,1,83.0,1
CLT-2352,2023-10-04,eCommerce,Basic,12,333.98,10,5,5.4,12,1,-4.0,0
CLT-2353,2025-01-09,Real Estate,Basic,1,415.02,16,2,7.2,20,2,38.0,1
CLT-2354,2025-04-05,Healthcare,Enterprise,6,2705.03,13,4,4.5,2,4,25.0,0
CLT-2355,2023-03-13,Real Estate,Basic,6,404.6,14,3,7.7,9,1,28.0,0
CLT-2356,2025-01-20,SaaS,Pro,24,969.24,7,0,7.4,3,0,10.0,1
CLT-2357,2024-03-16,Healthcare,Basic,1,259.36,19,1,7.7,5,1,49.0,0
CLT-2358,2024-06-15,Finance,Pro,24,844.28,17,2,6.2,7,1,48.0,0
CLT-2359,2023-03-09,SaaS,Basic,6,313.35,24,1,8.3,7,2,93.0,0
CLT-2360,2024-09-04,Logistics,Pro,12,895.7,14,1,6.2,18,1,-3.0,0
CLT-2361,2024-09-02,Logistics,Basic,6,395.85,11,1,0.0,24,0,-14.0,0
CLT-2362,2024-08-19,Real Estate,Pro,1,1086.47,20,3,2.6,6,1,81.0,0
CLT-2363,2024-12-12,SaaS,Basic,24,344.1,8,2,4.4,3,0,29.0,0
CLT-2364,2025-05-01,SaaS,Basic,12,328.42,23,8,4.7,25,1,19.0,1
CLT-2365,2025-02-03,eCommerce,Pro,12,934.53,23,1,6.1,9,3,35.0,0
CLT-2366,2024-11-01,SaaS,Basic,12,350.19,24,3,2.6,49,2,-5.0,1
CLT-2367,2025-06-02,SaaS,Basic,12,262.43,17,1,11.0,23,3,39.0,0
CLT-2368,2024-08-30,eCommerce,Basic,12,269.26,10,3,4.7,6,3,28.0,0
CLT-2369,2024-08-27,eCommerce,Basic,24,294.56,15,1,5.0,30,0,57.0,1
CLT-2370,2024-05-02,Education,Basic,12,270.81,17,4,3.0,24,3,51.0,0
CLT-2371,2024-11-23,Logistics,Enterprise,12,3015.65,10,6,2.0,3,0,54.0,0
CLT-2372,2023-03-06,SaaS,Basic,12,244.46,25,2,4.6,1,2,35.0,1
CLT-2373,2024-03-31,Logistics,Pro,12,806.5,19,4,5.1,8,1,70.0,0
CLT-2374,2024-01-18,SaaS,Enterprise,12,3353.91,7,4,4.7,23,0,44.0,1
CLT-2375,2025-04-01,Healthcare,Basic,12,419.56,29,3,10.0,7,0,17.0,0
CLT-2376,2023-03-07,SaaS,Pro,12,983.3,15,3,4.6,7,0,10.0,0
CLT-2377,2024-08-02,SaaS,Enterprise,12,2743.06,5,4,4.7,3,1,13.0,0
CLT-2378,2023-06-15,SaaS,Pro,24,1137.64,7,6,7.4,0,1,45.0,0
CLT-2379,2025-03-06,Real Estate,Basic,24,246.51,26,1,4.5,4,2,-3.0,0
CLT-2380,2025-02-05,Real Estate,Basic,12,316.86,29,4,6.6,45,3,34.0,1
CLT-2381,2023-07-31,Healthcare,Basic,12,257.97,22,1,1.2,3,1,,0
CLT-2382,2025-02-23,Logistics,Pro,12,936.5,25,3,1.2,4,1,-1.0,1
CLT-2383,2024-03-23,Education,Enterprise,6,3475.73,24,2,5.4,18,2,3.0,0
CLT-2384,2025-05-23,Education,Enterprise,12,3130.45,18,3,4.3,11,2,29.0,0
CLT-2385,2024-10-18,Logistics,Basic,6,417.31,17,4,2.6,4,2,49.0,0
CLT-2386,2023-02-01,Real Estate,Pro,1,1122.87,18,4,5.4,17,0,13.0,0
CLT-2387,2023-07-02,Real Estate,Basic,24,349.46,20,1,5.6,14,0,-22.0,0
CLT-2388,2023-12-30,eCommerce,Enterprise,24,3131.33,8,4,2.9,3,0,100.0,0
CLT-2389,2023-07-10,Real Estate,Basic,12,358.64,20,1,3.4,21,1,58.0,0
CLT-2390,2023-04-30,SaaS,Enterprise,6,2696.1,26,4,5.6,5,4,53.0,1
CLT-2391,2025-05-30,Finance,Pro,12,877.98,12,1,1.9,18,3,71.0,0
CLT-2392,2025-02-21,Healthcare,Basic,12,333.63,11,4,3.2,2,0,32.0,0
CLT-2393,2024-01-27,Education,Basic,12,286.53,18,4,6.6,6,1,27.0,0
CLT-2394,2023-07-13,Finance,Pro,24,982.81,9,5,4.9,44,1,64.0,0
CLT-2395,2023-06-13,Real Estate,Basic,6,266.3,3,2,3.6,19,1,64.0,0
CLT-2396,2025-04-04,Finance,Pro,6,1025.31,23,1,2.3,4,0,45.0,0
CLT-2397,2023-10-26,Real Estate,Enterprise,6,2367.93,10,0,2.0,4,1,52.0,0
CLT-2398,2023-01-12,SaaS,Pro,1,878.55,14,5,4.6,18,1,-1.0,1
CLT-2399,2023-12-24,SaaS,Basic,6,329.83,9,1,11.1,9,2,24.0,0
CLT-2400,2024-02-13,SaaS,Basic,1,269.25,24,3,6.7,0,5,73.0,1
CLT-2401,2024-07-14,Finance,Basic,1,413.23,21,2,1.0,4,0,50.0,0
CLT-2402,2023-11-01,Real Estate,Enterprise,6,2670.42,12,2,7.1,4,0,-7.0,0
CLT-2403,2025-04-10,Healthcare,Basic,6,303.41,5,1,2.7,3,2,17.0,1
CLT-2404,2024-08-02,Real Estate,Basic,12,245.26,11,4,5.0,31,2,69.0,1
CLT-2405,2025-06-06,eCommerce,Basic,1,391.79,19,5,3.2,20,0,41.0,0
CLT-2406,2023-11-27,Finance,Enterprise,24,2938.75,16,3,11.1,1,0,35.0,0
CLT-2407,2024-08-09,Finance,Basic,6,314.95,15,1,1.6,12,0,35.0,0
CLT-2408,2023-11-25,SaaS,Enterprise,1,2368.3,16,3,5.9,29,1,28.0,0
CLT-2409,2024-09-21,Education,Pro,1,1122.37,20,1,2.9,4,1,17.0,1
CLT-2410,2024-11-02,Healthcare,Pro,12,1230.56,14,2,7.2,12,1,9.0,1
CLT-2411,2023-10-17,SaaS,Enterprise,6,2571.21,18,8,5.9,64,1,55.0,1
CLT-2412,2025-04-23,Finance,Pro,12,792.83,6,3,8.8,23,2,36.0,0
CLT-2413,2025-02-10,SaaS,Enterprise,1,2163.79,34,1,7.2,1,1,48.0,0
CLT-2414,2025-03-16,eCommerce,Basic,24,241.15,12,4,2.9,4,2,44.0,0
CLT-2415,2023-07-16,SaaS,Pro,1,1121.74,16,5,13.7,40,1,65.0,0
CLT-2416,2024-10-08,Real Estate,Pro,12,1249.95,19,3,6.7,21,1,41.0,0
CLT-2417,2023-04-06,Logistics,Pro,24,1256.12,11,5,3.3,1,2,51.0,1
CLT-2418,2023-04-05,Healthcare,Enterprise,6,3176.3,14,3,5.6,3,1,34.0,0
CLT-2419,2025-05-25,SaaS,Enterprise,6,2243.28,14,6,6.9,14,2,6.0,0
CLT-2420,2023-05-18,SaaS,Pro,12,1247.96,7,2,6.8,4,0,24.0,0
CLT-2421,2025-02-16,Finance,Basic,6,299.01,18,1,6.5,29,2,45.0,0
CLT-2422,2024-01-23,Education,Basic,1,300.05,1,3,7.9,6,3,47.0,0
CLT-2423,2023-10-01,Finance,Basic,12,363.72,28,5,7.6,32,1,66.0,0
CLT-2424,2023-03-08,Real Estate,Basic,1,248.83,20,4,2.5,2,0,19.0,0
CLT-2425,2024-08-30,Real Estate,Basic,24,388.64,19,5,11.3,24,0,36.0,0
CLT-2426,2024-10-11,Education,Basic,12,419.51,1,4,10.9,12,0,27.0,0
CLT-2427,2024-02-25,Logistics,Basic,12,379.51,8,2,7.4,6,1,71.0,0
CLT-2428,2024-12-29,Real Estate,Pro,6,1142.11,25,1,5.1,5,0,39.0,0
CLT-2429,2023-10-18,Healthcare,Basic,12,310.26,47,0,5.2,28,2,40.0,1
CLT-2430,2024-05-11,Real Estate,Enterprise,12,2098.88,24,2,4.0,30,1,29.0,0
CLT-2431,2023-09-16,SaaS,Pro,1,1148.04,22,1,4.4,13,2,24.0,0
CLT-2432,2024-06-08,eCommerce,Basic,24,347.49,18,1,0.0,15,0,-6.0,0
CLT-2433,2023-05-03,Education,Basic,12,403.68,7,3,9.6,24,1,-2.0,1
CLT-2434,2024-03-04,Finance,Basic,12,260.87,22,4,8.5,10,0,34.0,1
CLT-2435,2024-05-09,SaaS,Enterprise,6,2457.68,5,2,0.0,5,0,31.0,0
CLT-2436,2024-05-15,SaaS,Basic,1,304.92,4,4,7.7,8,4,35.0,0
CLT-2437,2024-02-06,SaaS,Pro,12,1088.97,4,6,5.0,2,0,54.0,0
CLT-2438,2024-08-02,Education,Enterprise,12,3181.62,22,3,4.4,33,1,32.0,1
CLT-2439,2024-04-05,Healthcare,Enterprise,6,3441.53,14,1,6.5,16,4,21.0,1
CLT-2440,2023-09-12,Healthcare,Basic,1,293.17,15,1,0.0,7,1,25.0,0
CLT-2441,2023-07-13,SaaS,Basic,12,328.85,14,4,5.0,12,0,36.0,1
CLT-2442,2024-08-05,Finance,Basic,6,245.21,5,2,5.2,2,1,20.0,0
CLT-2443,2025-04-24,Real Estate,Basic,6,285.54,9,2,5.2,1,0,57.0,0
CLT-2444,2024-11-08,Education,Basic,12,307.32,9,2,0.9,10,1,30.0,0
CLT-2445,2024-07-28,Logistics,Pro,1,1040.66,3,4,6.3,9,2,36.0,0
CLT-2446,2025-04-09,SaaS,Enterprise,1,2706.27,10,6,8.2,1,1,10.0,1
CLT-2447,2025-03-20,Education,Pro,1,916.82,5,4,6.2,2,1,57.0,0
CLT-2448,2024-03-31,Real Estate,Pro,24,1057.0,19,4,4.3,3,2,66.0,1
CLT-2449,2023-04-09,Logistics,Basic,6,389.15,19,4,13.1,21,1,-4.0,0
CLT-2450,2024-07-24,eCommerce,Pro,12,850.51,4,1,2.2,2,3,40.0,0
CLT-2451,2024-07-14,Education,Pro,24,905.15,12,3,7.3,8,1,27.0,0
CLT-2452,2023-09-07,Finance,Enterprise,12,3057.39,29,2,5.7,18,2,37.0,1
CLT-2453,2025-02-03,Healthcare,Enterprise,12,3166.91,6,2,11.0,17,0,41.0,0
